;;;Rg;Identité;Total;1;2;3;4;5;6;F;MG;MF;courses par catégorie d'âge;catégorie d'âge;CHPT DPT route;ROUTE;CHPT DPT clm;CLM INDIV;CHPT DPT cyclo-cross;CYCLO-CROSS;% route;% CLM;% CYCLO-CROSS;;;;;;;;;;;;;;
C_980;000042-VERGNAUD Loic;0,0251;980;42-VERGNAUD Loic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42-VERGNAUD Loic-1;42-VERGNAUD Loic-2;42-VERGNAUD Loic-3;42-VERGNAUD Loic-4;42-VERGNAUD Loic-5;42-VERGNAUD Loic-6;42-VERGNAUD Loic-F;42-VERGNAUD Loic-MG;42-VERGNAUD Loic-MF;251;V;0;42-VERGNAUD Loic-V;42-VERGNAUD Loic-CHPT DPT route;42-VERGNAUD Loic-ROUTE;42-VERGNAUD Loic-CHPT DPT clm;42-VERGNAUD Loic-CLM INDIV;42-VERGNAUD Loic-CHPT DPT cyclo-cross;42-VERGNAUD Loic-CYCLO-CROSS
C_981;000042-VEROT François;0,025;981;42-VEROT François;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42-VEROT François-1;42-VEROT François-2;42-VEROT François-3;42-VEROT François-4;42-VEROT François-5;42-VEROT François-6;42-VEROT François-F;42-VEROT François-MG;42-VEROT François-MF;250;SV;0;42-VEROT François-SV;42-VEROT François-CHPT DPT route;42-VEROT François-ROUTE;42-VEROT François-CHPT DPT clm;42-VEROT François-CLM INDIV;42-VEROT François-CHPT DPT cyclo-cross;42-VEROT François-CYCLO-CROSS
C_982;000042-VIAL Aurélien;0,0249;982;42-VIAL Aurélien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42-VIAL Aurélien-1;42-VIAL Aurélien-2;42-VIAL Aurélien-3;42-VIAL Aurélien-4;42-VIAL Aurélien-5;42-VIAL Aurélien-6;42-VIAL Aurélien-F;42-VIAL Aurélien-MG;42-VIAL Aurélien-MF;249;V;0;42-VIAL Aurélien-V;42-VIAL Aurélien-CHPT DPT route;42-VIAL Aurélien-ROUTE;42-VIAL Aurélien-CHPT DPT clm;42-VIAL Aurélien-CLM INDIV;42-VIAL Aurélien-CHPT DPT cyclo-cross;42-VIAL Aurélien-CYCLO-CROSS
C_983;000042-VIALLON Pierre;0,0248;983;42-VIALLON Pierre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42-VIALLON Pierre-1;42-VIALLON Pierre-2;42-VIALLON Pierre-3;42-VIALLON Pierre-4;42-VIALLON Pierre-5;42-VIALLON Pierre-6;42-VIALLON Pierre-F;42-VIALLON Pierre-MG;42-VIALLON Pierre-MF;248;SV;0;42-VIALLON Pierre-SV;42-VIALLON Pierre-CHPT DPT route;42-VIALLON Pierre-ROUTE;42-VIALLON Pierre-CHPT DPT clm;42-VIALLON Pierre-CLM INDIV;42-VIALLON Pierre-CHPT DPT cyclo-cross;42-VIALLON Pierre-CYCLO-CROSS
C_984;000069-VIONNET Céline (F);0,0247;984;69-VIONNET Céline (F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69-VIONNET Céline (F)-1;69-VIONNET Céline (F)-2;69-VIONNET Céline (F)-3;69-VIONNET Céline (F)-4;69-VIONNET Céline (F)-5;69-VIONNET Céline (F)-6;69-VIONNET Céline (F)-F;69-VIONNET Céline (F)-MG;69-VIONNET Céline (F)-MF;247;S;0;69-VIONNET Céline (F)-S;69-VIONNET Céline (F)-CHPT DPT route;69-VIONNET Céline (F)-ROUTE;69-VIONNET Céline (F)-CHPT DPT clm;69-VIONNET Céline (F)-CLM INDIV;69-VIONNET Céline (F)-CHPT DPT cyclo-cross;69-VIONNET Céline (F)-CYCLO-CROSS
C_985;000021-VUILLEMIN Christian;0,0246;985;21-VUILLEMIN Christian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21-VUILLEMIN Christian-1;21-VUILLEMIN Christian-2;21-VUILLEMIN Christian-3;21-VUILLEMIN Christian-4;21-VUILLEMIN Christian-5;21-VUILLEMIN Christian-6;21-VUILLEMIN Christian-F;21-VUILLEMIN Christian-MG;21-VUILLEMIN Christian-MF;246;SA;0;21-VUILLEMIN Christian-SA;21-VUILLEMIN Christian-CHPT DPT route;21-VUILLEMIN Christian-ROUTE;21-VUILLEMIN Christian-CHPT DPT clm;21-VUILLEMIN Christian-CLM INDIV;21-VUILLEMIN Christian-CHPT DPT cyclo-cross;21-VUILLEMIN Christian-CYCLO-CROSS
C_986;000069-VUILLEZ Bastien;0,0245;986;69-VUILLEZ Bastien;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69-VUILLEZ Bastien-1;69-VUILLEZ Bastien-2;69-VUILLEZ Bastien-3;69-VUILLEZ Bastien-4;69-VUILLEZ Bastien-5;69-VUILLEZ Bastien-6;69-VUILLEZ Bastien-F;69-VUILLEZ Bastien-MG;69-VUILLEZ Bastien-MF;245;S;0;69-VUILLEZ Bastien-S;69-VUILLEZ Bastien-CHPT DPT route;69-VUILLEZ Bastien-ROUTE;69-VUILLEZ Bastien-CHPT DPT clm;69-VUILLEZ Bastien-CLM INDIV;69-VUILLEZ Bastien-CHPT DPT cyclo-cross;69-VUILLEZ Bastien-CYCLO-CROSS
C_987;000038-ZAMBARDI Gilles;0,0244;987;38-ZAMBARDI Gilles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38-ZAMBARDI Gilles-1;38-ZAMBARDI Gilles-2;38-ZAMBARDI Gilles-3;38-ZAMBARDI Gilles-4;38-ZAMBARDI Gilles-5;38-ZAMBARDI Gilles-6;38-ZAMBARDI Gilles-F;38-ZAMBARDI Gilles-MG;38-ZAMBARDI Gilles-MF;244;A;0;38-ZAMBARDI Gilles-A;38-ZAMBARDI Gilles-CHPT DPT route;38-ZAMBARDI Gilles-ROUTE;38-ZAMBARDI Gilles-CHPT DPT clm;38-ZAMBARDI Gilles-CLM INDIV;38-ZAMBARDI Gilles-CHPT DPT cyclo-cross;38-ZAMBARDI Gilles-CYCLO-CROSS
C_988;000039-ZECCHINO-CASAGRANDE Emma (F);0,0243;988;39-ZECCHINO-CASAGRANDE Emma (F);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39-ZECCHINO-CASAGRANDE Emma (F)-1;39-ZECCHINO-CASAGRANDE Emma (F)-2;39-ZECCHINO-CASAGRANDE Emma (F)-3;39-ZECCHINO-CASAGRANDE Emma (F)-4;39-ZECCHINO-CASAGRANDE Emma (F)-5;39-ZECCHINO-CASAGRANDE Emma (F)-6;39-ZECCHINO-CASAGRANDE Emma (F)-F;39-ZECCHINO-CASAGRANDE Emma (F)-MG;39-ZECCHINO-CASAGRANDE Emma (F)-MF;243;S;0;39-ZECCHINO-CASAGRANDE Emma (F)-S;39-ZECCHINO-CASAGRANDE Emma (F)-CHPT DPT route;39-ZECCHINO-CASAGRANDE Emma (F)-ROUTE;39-ZECCHINO-CASAGRANDE Emma (F)-CHPT DPT clm;39-ZECCHINO-CASAGRANDE Emma (F)-CLM INDIV;39-ZECCHINO-CASAGRANDE Emma (F)-CHPT DPT cyclo-cross;39-ZECCHINO-CASAGRANDE Emma (F)-CYCLO-CROSS
C_989;0000- ;0,0242;989;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;242;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_990;0000- ;0,0241;990;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;241;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_991;0000- ;0,024;991;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;240;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_992;0000- ;0,0239;992;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;239;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_993;0000- ;0,0238;993;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;238;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_994;0000- ;0,0237;994;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;237;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_995;0000- ;0,0236;995;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;236;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_996;0000- ;0,0235;996;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;235;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_997;0000- ;0,0234;997;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;234;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_998;0000- ;0,0233;998;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;233;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_999;0000- ;0,0232;999;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;232;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1000;0000- ;0,0231;1000;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;231;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1001;0000- ;0,023;1001;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;230;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1002;0000- ;0,0229;1002;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;229;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1003;0000- ;0,0228;1003;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;228;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1004;0000- ;0,0227;1004;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;227;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1005;0000- ;0,0226;1005;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;226;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1006;0000- ;0,0225;1006;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;225;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1007;0000- ;0,0224;1007;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;224;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1008;0000- ;0,0223;1008;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;223;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1009;0000- ;0,0222;1009;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;222;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1010;0000- ;0,0221;1010;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;221;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1011;0000- ;0,022;1011;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;220;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1012;0000- ;0,0219;1012;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;219;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1013;0000- ;0,0218;1013;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;218;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1014;0000- ;0,0217;1014;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;217;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1015;0000- ;0,0216;1015;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;216;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1016;0000- ;0,0215;1016;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;215;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1017;0000- ;0,0214;1017;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;214;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1018;0000- ;0,0213;1018;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;213;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1019;0000- ;0,0212;1019;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;212;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1020;0000- ;0,0211;1020;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;211;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1021;0000- ;0,021;1021;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;210;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1022;0000- ;0,0209;1022;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;209;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1023;0000- ;0,0208;1023;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;208;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1024;0000- ;0,0207;1024;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;207;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1025;0000- ;0,0206;1025;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;206;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1026;0000- ;0,0205;1026;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;205;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1027;0000- ;0,0204;1027;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;204;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1028;0000- ;0,0203;1028;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;203;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1029;0000- ;0,0202;1029;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;202;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1030;0000- ;0,0201;1030;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;201;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1031;0000- ;0,02;1031;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;200;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1032;0000- ;0,0199;1032;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;199;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1033;0000- ;0,0198;1033;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;198;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1034;0000- ;0,0197;1034;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;197;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1035;0000- ;0,0196;1035;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;196;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1036;0000- ;0,0195;1036;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;195;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1037;0000- ;0,0194;1037;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;194;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1038;0000- ;0,0193;1038;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;193;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1039;0000- ;0,0192;1039;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;192;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1040;0000- ;0,0191;1040;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;191;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1041;0000- ;0,019;1041;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;190;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1042;0000- ;0,0189;1042;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;189;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1043;0000- ;0,0188;1043;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;188;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1044;0000- ;0,0187;1044;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;187;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1045;0000- ;0,0186;1045;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;186;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1046;0000- ;0,0185;1046;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;185;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1047;0000- ;0,0184;1047;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;184;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
C_1048;0000- ;0,0183;1048;- ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;- -1;- -2;- -3;- -4;- -5;- -6;- -F;- -MG;- -MF;183;0;0;- -0;- -CHPT DPT route;- -ROUTE;- -CHPT DPT clm;- -CLM INDIV;- -CHPT DPT cyclo-cross;- -CYCLO-CROSS
